Iteracao,Tempo(ns),Nome_Livro,Paradigma,Quantidade_Threads
338,230979,DonQuixote-388208,Paralelo,4
339,240589,DonQuixote-388208,Paralelo,4
340,262782,DonQuixote-388208,Paralelo,4
341,230185,DonQuixote-388208,Paralelo,4
342,319405,DonQuixote-388208,Paralelo,4
343,243293,DonQuixote-388208,Paralelo,4
344,235761,DonQuixote-388208,Paralelo,4
345,225277,DonQuixote-388208,Paralelo,4
346,238552,DonQuixote-388208,Paralelo,4
347,227986,DonQuixote-388208,Paralelo,4
348,234705,DonQuixote-388208,Paralelo,4
349,227952,DonQuixote-388208,Paralelo,4
350,226378,DonQuixote-388208,Paralelo,4
351,237136,DonQuixote-388208,Paralelo,4
352,243071,DonQuixote-388208,Paralelo,4
353,229678,DonQuixote-388208,Paralelo,4
354,228352,DonQuixote-388208,Paralelo,4
355,226556,DonQuixote-388208,Paralelo,4
356,239749,DonQuixote-388208,Paralelo,4
357,236397,DonQuixote-388208,Paralelo,4
358,231723,DonQuixote-388208,Paralelo,4
359,237119,DonQuixote-388208,Paralelo,4
360,229691,DonQuixote-388208,Paralelo,4
361,222963,DonQuixote-388208,Paralelo,4
362,222568,DonQuixote-388208,Paralelo,4
363,220802,DonQuixote-388208,Paralelo,4
364,219906,DonQuixote-388208,Paralelo,4
365,225348,DonQuixote-388208,Paralelo,4
366,217419,DonQuixote-388208,Paralelo,4
367,256099,DonQuixote-388208,Paralelo,4
368,286065,DonQuixote-388208,Paralelo,4
369,230072,DonQuixote-388208,Paralelo,4
370,225765,DonQuixote-388208,Paralelo,4
371,219235,DonQuixote-388208,Paralelo,4
372,227388,DonQuixote-388208,Paralelo,4
373,240778,DonQuixote-388208,Paralelo,4
374,343621,DonQuixote-388208,Paralelo,4
375,224139,DonQuixote-388208,Paralelo,4
376,221668,DonQuixote-388208,Paralelo,4
377,221947,DonQuixote-388208,Paralelo,4
378,227471,DonQuixote-388208,Paralelo,4
379,225659,DonQuixote-388208,Paralelo,4
380,217444,DonQuixote-388208,Paralelo,4
381,223908,DonQuixote-388208,Paralelo,4
382,228033,DonQuixote-388208,Paralelo,4
383,230212,DonQuixote-388208,Paralelo,4
384,220310,DonQuixote-388208,Paralelo,4
385,223980,DonQuixote-388208,Paralelo,4
386,225260,DonQuixote-388208,Paralelo,4
387,220016,DonQuixote-388208,Paralelo,4
388,221935,DonQuixote-388208,Paralelo,4
389,219396,DonQuixote-388208,Paralelo,4
390,222256,DonQuixote-388208,Paralelo,4
391,242790,DonQuixote-388208,Paralelo,4
392,219760,DonQuixote-388208,Paralelo,4
393,222650,DonQuixote-388208,Paralelo,4
394,232312,DonQuixote-388208,Paralelo,4
395,228368,DonQuixote-388208,Paralelo,4
396,218838,DonQuixote-388208,Paralelo,4
397,219939,DonQuixote-388208,Paralelo,4
398,224344,DonQuixote-388208,Paralelo,4
399,221442,DonQuixote-388208,Paralelo,4
400,225083,DonQuixote-388208,Paralelo,4
401,217585,DonQuixote-388208,Paralelo,4
402,222249,DonQuixote-388208,Paralelo,4
403,231051,DonQuixote-388208,Paralelo,4
404,225986,DonQuixote-388208,Paralelo,4
405,237575,DonQuixote-388208,Paralelo,4
406,223244,DonQuixote-388208,Paralelo,4
407,224735,DonQuixote-388208,Paralelo,4
408,220323,DonQuixote-388208,Paralelo,4
409,219079,DonQuixote-388208,Paralelo,4
410,217280,DonQuixote-388208,Paralelo,4
411,228745,DonQuixote-388208,Paralelo,4
412,1015644,DonQuixote-388208,Paralelo,4
413,362673,DonQuixote-388208,Paralelo,4
414,329886,DonQuixote-388208,Paralelo,4
415,345993,DonQuixote-388208,Paralelo,4
416,322975,DonQuixote-388208,Paralelo,4
417,320215,DonQuixote-388208,Paralelo,4
418,383008,DonQuixote-388208,Paralelo,4
419,261614,DonQuixote-388208,Paralelo,4
420,327126,DonQuixote-388208,Paralelo,4
421,478182,DonQuixote-388208,Paralelo,4
422,265820,DonQuixote-388208,Paralelo,4
423,338408,DonQuixote-388208,Paralelo,4
424,350161,DonQuixote-388208,Paralelo,4
425,251149,DonQuixote-388208,Paralelo,4
426,376625,DonQuixote-388208,Paralelo,4
427,309458,DonQuixote-388208,Paralelo,4
428,323670,DonQuixote-388208,Paralelo,4
429,332806,DonQuixote-388208,Paralelo,4
430,342513,DonQuixote-388208,Paralelo,4
431,317301,DonQuixote-388208,Paralelo,4
432,331665,DonQuixote-388208,Paralelo,4
433,391447,DonQuixote-388208,Paralelo,4
434,257683,DonQuixote-388208,Paralelo,4
435,701114,DonQuixote-388208,Paralelo,4
436,650031,DonQuixote-388208,Paralelo,4
437,337354,DonQuixote-388208,Paralelo,4
438,322654,DonQuixote-388208,Paralelo,4
439,372871,DonQuixote-388208,Paralelo,4
440,321771,DonQuixote-388208,Paralelo,4
441,314900,DonQuixote-388208,Paralelo,4
442,324814,DonQuixote-388208,Paralelo,4
443,301578,DonQuixote-388208,Paralelo,4
444,266792,DonQuixote-388208,Paralelo,4
445,404386,DonQuixote-388208,Paralelo,4
446,254083,DonQuixote-388208,Paralelo,4
447,324782,DonQuixote-388208,Paralelo,4
448,320267,DonQuixote-388208,Paralelo,4
449,340796,DonQuixote-388208,Paralelo,4
450,322348,DonQuixote-388208,Paralelo,4
451,397783,DonQuixote-388208,Paralelo,4
452,293659,DonQuixote-388208,Paralelo,4
453,297320,DonQuixote-388208,Paralelo,4
454,300842,DonQuixote-388208,Paralelo,4
455,225314,DonQuixote-388208,Paralelo,4
456,224644,DonQuixote-388208,Paralelo,4
457,219792,DonQuixote-388208,Paralelo,4
458,238086,DonQuixote-388208,Paralelo,4
459,231729,DonQuixote-388208,Paralelo,4
460,219692,DonQuixote-388208,Paralelo,4
461,232372,DonQuixote-388208,Paralelo,4
462,223962,DonQuixote-388208,Paralelo,4
463,227049,DonQuixote-388208,Paralelo,4
464,227693,DonQuixote-388208,Paralelo,4
465,287100,DonQuixote-388208,Paralelo,4
466,286215,DonQuixote-388208,Paralelo,4
467,356751,DonQuixote-388208,Paralelo,4
468,259799,DonQuixote-388208,Paralelo,4
469,397085,DonQuixote-388208,Paralelo,4
470,425011,DonQuixote-388208,Paralelo,4
471,331341,DonQuixote-388208,Paralelo,4
472,332733,DonQuixote-388208,Paralelo,4
473,372388,DonQuixote-388208,Paralelo,4
474,308122,DonQuixote-388208,Paralelo,4
475,312624,DonQuixote-388208,Paralelo,4
476,368176,DonQuixote-388208,Paralelo,4
477,253835,DonQuixote-388208,Paralelo,4
478,296946,DonQuixote-388208,Paralelo,4
479,334173,DonQuixote-388208,Paralelo,4
480,371373,DonQuixote-388208,Paralelo,4
481,291074,DonQuixote-388208,Paralelo,4
482,306951,DonQuixote-388208,Paralelo,4
483,251617,DonQuixote-388208,Paralelo,4
484,369347,DonQuixote-388208,Paralelo,4
485,253189,DonQuixote-388208,Paralelo,4
486,346051,DonQuixote-388208,Paralelo,4
487,299043,DonQuixote-388208,Paralelo,4
488,346444,DonQuixote-388208,Paralelo,4
489,257130,DonQuixote-388208,Paralelo,4
490,338772,DonQuixote-388208,Paralelo,4
491,304734,DonQuixote-388208,Paralelo,4
492,292695,DonQuixote-388208,Paralelo,4
493,338629,DonQuixote-388208,Paralelo,4
494,331726,DonQuixote-388208,Paralelo,4
495,310328,DonQuixote-388208,Paralelo,4
496,243898,DonQuixote-388208,Paralelo,4
497,234937,DonQuixote-388208,Paralelo,4
498,229820,DonQuixote-388208,Paralelo,4
499,224106,DonQuixote-388208,Paralelo,4
500,235658,DonQuixote-388208,Paralelo,4
