Iteracao,Tempo(ns),Nome,Paradigma,Quantidade_Threads
497,72706061,DonQuixote-388208,Paralelo-GPU,4
498,69449355,DonQuixote-388208,Paralelo-GPU,4
499,70968839,DonQuixote-388208,Paralelo-GPU,4
500,66552947,DonQuixote-388208,Paralelo-GPU,4
501,64137856,DonQuixote-388208,Paralelo-GPU,4
502,66208788,DonQuixote-388208,Paralelo-GPU,4
503,79595015,DonQuixote-388208,Paralelo-GPU,4
504,68294116,DonQuixote-388208,Paralelo-GPU,4
505,66588177,DonQuixote-388208,Paralelo-GPU,4
506,65050908,DonQuixote-388208,Paralelo-GPU,4
507,69308595,DonQuixote-388208,Paralelo-GPU,4
508,66904945,DonQuixote-388208,Paralelo-GPU,4
509,70710006,DonQuixote-388208,Paralelo-GPU,4
510,73024032,DonQuixote-388208,Paralelo-GPU,4
511,74393696,DonQuixote-388208,Paralelo-GPU,4
512,77598780,DonQuixote-388208,Paralelo-GPU,4
513,76427863,DonQuixote-388208,Paralelo-GPU,4
514,70275392,DonQuixote-388208,Paralelo-GPU,4
515,69462647,DonQuixote-388208,Paralelo-GPU,4
516,121848157,DonQuixote-388208,Paralelo-GPU,4
517,71321462,DonQuixote-388208,Paralelo-GPU,4
518,69934784,DonQuixote-388208,Paralelo-GPU,4
519,70064951,DonQuixote-388208,Paralelo-GPU,4
520,83862766,DonQuixote-388208,Paralelo-GPU,4
521,255943049,DonQuixote-388208,Paralelo-GPU,4
522,130038560,DonQuixote-388208,Paralelo-GPU,4
523,66328295,DonQuixote-388208,Paralelo-GPU,4
524,72003659,DonQuixote-388208,Paralelo-GPU,4
525,65932187,DonQuixote-388208,Paralelo-GPU,4
526,68434205,DonQuixote-388208,Paralelo-GPU,4
527,65439293,DonQuixote-388208,Paralelo-GPU,4
528,73246580,DonQuixote-388208,Paralelo-GPU,4
529,66322614,DonQuixote-388208,Paralelo-GPU,4
530,63394096,DonQuixote-388208,Paralelo-GPU,4
531,63492716,DonQuixote-388208,Paralelo-GPU,4
532,67291700,DonQuixote-388208,Paralelo-GPU,4
533,63135071,DonQuixote-388208,Paralelo-GPU,4
534,66138200,DonQuixote-388208,Paralelo-GPU,4
535,64694211,DonQuixote-388208,Paralelo-GPU,4
536,70607188,DonQuixote-388208,Paralelo-GPU,4
537,66943140,DonQuixote-388208,Paralelo-GPU,4
538,65801933,DonQuixote-388208,Paralelo-GPU,4
539,65330909,DonQuixote-388208,Paralelo-GPU,4
540,68355521,DonQuixote-388208,Paralelo-GPU,4
541,68073331,DonQuixote-388208,Paralelo-GPU,4
542,66449989,DonQuixote-388208,Paralelo-GPU,4
543,67161971,DonQuixote-388208,Paralelo-GPU,4
544,69200174,DonQuixote-388208,Paralelo-GPU,4
545,73945868,DonQuixote-388208,Paralelo-GPU,4
546,74414652,DonQuixote-388208,Paralelo-GPU,4
547,73006956,DonQuixote-388208,Paralelo-GPU,4
548,75989997,DonQuixote-388208,Paralelo-GPU,4
549,65517701,DonQuixote-388208,Paralelo-GPU,4
550,65020194,DonQuixote-388208,Paralelo-GPU,4
551,62614780,DonQuixote-388208,Paralelo-GPU,4
552,64361020,DonQuixote-388208,Paralelo-GPU,4
553,70525176,DonQuixote-388208,Paralelo-GPU,4
554,71188125,DonQuixote-388208,Paralelo-GPU,4
555,79387837,DonQuixote-388208,Paralelo-GPU,4
556,77186172,DonQuixote-388208,Paralelo-GPU,4
557,79416505,DonQuixote-388208,Paralelo-GPU,4
558,75050846,DonQuixote-388208,Paralelo-GPU,4
559,83885254,DonQuixote-388208,Paralelo-GPU,4
560,76541471,DonQuixote-388208,Paralelo-GPU,4
561,75005738,DonQuixote-388208,Paralelo-GPU,4
562,81334620,DonQuixote-388208,Paralelo-GPU,4
563,79550985,DonQuixote-388208,Paralelo-GPU,4
564,125885535,DonQuixote-388208,Paralelo-GPU,4
565,85587725,DonQuixote-388208,Paralelo-GPU,4
566,72296165,DonQuixote-388208,Paralelo-GPU,4
567,71114227,DonQuixote-388208,Paralelo-GPU,4
568,67929768,DonQuixote-388208,Paralelo-GPU,4
569,66470779,DonQuixote-388208,Paralelo-GPU,4
570,65591613,DonQuixote-388208,Paralelo-GPU,4
571,72454700,DonQuixote-388208,Paralelo-GPU,4
572,67361592,DonQuixote-388208,Paralelo-GPU,4
573,63777323,DonQuixote-388208,Paralelo-GPU,4
574,67019517,DonQuixote-388208,Paralelo-GPU,4
575,69069464,DonQuixote-388208,Paralelo-GPU,4
576,65216813,DonQuixote-388208,Paralelo-GPU,4
577,65413118,DonQuixote-388208,Paralelo-GPU,4
578,74191813,DonQuixote-388208,Paralelo-GPU,4
579,76780512,DonQuixote-388208,Paralelo-GPU,4
580,70827398,DonQuixote-388208,Paralelo-GPU,4
581,80981572,DonQuixote-388208,Paralelo-GPU,4
582,74665960,DonQuixote-388208,Paralelo-GPU,4
583,68774916,DonQuixote-388208,Paralelo-GPU,4
584,83207189,DonQuixote-388208,Paralelo-GPU,4
585,80216459,DonQuixote-388208,Paralelo-GPU,4
586,78620677,DonQuixote-388208,Paralelo-GPU,4
587,73421958,DonQuixote-388208,Paralelo-GPU,4
588,70854202,DonQuixote-388208,Paralelo-GPU,4
589,76820761,DonQuixote-388208,Paralelo-GPU,4
590,70198045,DonQuixote-388208,Paralelo-GPU,4
591,64098496,DonQuixote-388208,Paralelo-GPU,4
592,65350252,DonQuixote-388208,Paralelo-GPU,4
593,63329407,DonQuixote-388208,Paralelo-GPU,4
594,68074163,DonQuixote-388208,Paralelo-GPU,4
595,62165635,DonQuixote-388208,Paralelo-GPU,4
596,70506276,DonQuixote-388208,Paralelo-GPU,4
597,71833294,DonQuixote-388208,Paralelo-GPU,4
598,65548460,DonQuixote-388208,Paralelo-GPU,4
599,62508773,DonQuixote-388208,Paralelo-GPU,4
600,66467945,DonQuixote-388208,Paralelo-GPU,4
601,66299525,DonQuixote-388208,Paralelo-GPU,4
602,65949370,DonQuixote-388208,Paralelo-GPU,4
603,63957885,DonQuixote-388208,Paralelo-GPU,4
604,62954306,DonQuixote-388208,Paralelo-GPU,4
605,66369265,DonQuixote-388208,Paralelo-GPU,4
606,64672677,DonQuixote-388208,Paralelo-GPU,4
607,68058132,DonQuixote-388208,Paralelo-GPU,4
608,62537782,DonQuixote-388208,Paralelo-GPU,4
609,65440781,DonQuixote-388208,Paralelo-GPU,4
610,64987152,DonQuixote-388208,Paralelo-GPU,4
611,70293585,DonQuixote-388208,Paralelo-GPU,4
612,101541055,DonQuixote-388208,Paralelo-GPU,4
613,76957476,DonQuixote-388208,Paralelo-GPU,4
614,71357235,DonQuixote-388208,Paralelo-GPU,4
615,69842683,DonQuixote-388208,Paralelo-GPU,4
616,70499613,DonQuixote-388208,Paralelo-GPU,4
617,68340649,DonQuixote-388208,Paralelo-GPU,4
618,69566539,DonQuixote-388208,Paralelo-GPU,4
619,70967110,DonQuixote-388208,Paralelo-GPU,4
620,67369237,DonQuixote-388208,Paralelo-GPU,4
621,69498580,DonQuixote-388208,Paralelo-GPU,4
622,71760528,DonQuixote-388208,Paralelo-GPU,4
623,71113781,DonQuixote-388208,Paralelo-GPU,4
624,77482814,DonQuixote-388208,Paralelo-GPU,4
625,77204268,DonQuixote-388208,Paralelo-GPU,4
626,70557919,DonQuixote-388208,Paralelo-GPU,4
627,72887958,DonQuixote-388208,Paralelo-GPU,4
628,73773164,DonQuixote-388208,Paralelo-GPU,4
629,74349969,DonQuixote-388208,Paralelo-GPU,4
630,71422864,DonQuixote-388208,Paralelo-GPU,4
631,69233811,DonQuixote-388208,Paralelo-GPU,4
632,68563896,DonQuixote-388208,Paralelo-GPU,4
633,66929434,DonQuixote-388208,Paralelo-GPU,4
634,67348313,DonQuixote-388208,Paralelo-GPU,4
635,66072407,DonQuixote-388208,Paralelo-GPU,4
636,72981810,DonQuixote-388208,Paralelo-GPU,4
637,76857510,DonQuixote-388208,Paralelo-GPU,4
638,71860842,DonQuixote-388208,Paralelo-GPU,4
639,72928411,DonQuixote-388208,Paralelo-GPU,4
640,73573572,DonQuixote-388208,Paralelo-GPU,4
641,74704041,DonQuixote-388208,Paralelo-GPU,4
642,76326435,DonQuixote-388208,Paralelo-GPU,4
643,69835406,DonQuixote-388208,Paralelo-GPU,4
644,75300564,DonQuixote-388208,Paralelo-GPU,4
645,79040263,DonQuixote-388208,Paralelo-GPU,4
646,77814976,DonQuixote-388208,Paralelo-GPU,4
647,73876705,DonQuixote-388208,Paralelo-GPU,4
648,75727121,DonQuixote-388208,Paralelo-GPU,4
649,75494723,DonQuixote-388208,Paralelo-GPU,4
650,76046848,DonQuixote-388208,Paralelo-GPU,4
651,87754079,DonQuixote-388208,Paralelo-GPU,4
652,79811540,DonQuixote-388208,Paralelo-GPU,4
653,74891840,DonQuixote-388208,Paralelo-GPU,4
654,68842686,DonQuixote-388208,Paralelo-GPU,4
655,89868689,DonQuixote-388208,Paralelo-GPU,4
656,68195528,DonQuixote-388208,Paralelo-GPU,4
657,67678856,DonQuixote-388208,Paralelo-GPU,4
658,70068792,DonQuixote-388208,Paralelo-GPU,4
659,70592869,DonQuixote-388208,Paralelo-GPU,4
660,99900996,DonQuixote-388208,Paralelo-GPU,4
661,66496617,DonQuixote-388208,Paralelo-GPU,4
662,71893738,DonQuixote-388208,Paralelo-GPU,4
663,78595931,DonQuixote-388208,Paralelo-GPU,4
664,73659906,DonQuixote-388208,Paralelo-GPU,4
665,75579057,DonQuixote-388208,Paralelo-GPU,4
666,74420857,DonQuixote-388208,Paralelo-GPU,4
667,72777325,DonQuixote-388208,Paralelo-GPU,4
668,71651542,DonQuixote-388208,Paralelo-GPU,4
669,91237493,DonQuixote-388208,Paralelo-GPU,4
670,70687705,DonQuixote-388208,Paralelo-GPU,4
671,66154252,DonQuixote-388208,Paralelo-GPU,4
672,67325278,DonQuixote-388208,Paralelo-GPU,4
673,68779395,DonQuixote-388208,Paralelo-GPU,4
674,66964771,DonQuixote-388208,Paralelo-GPU,4
675,71229638,DonQuixote-388208,Paralelo-GPU,4
676,77702583,DonQuixote-388208,Paralelo-GPU,4
677,64967693,DonQuixote-388208,Paralelo-GPU,4
678,72577934,DonQuixote-388208,Paralelo-GPU,4
679,87928848,DonQuixote-388208,Paralelo-GPU,4
680,78564381,DonQuixote-388208,Paralelo-GPU,4
681,76629347,DonQuixote-388208,Paralelo-GPU,4
682,75789043,DonQuixote-388208,Paralelo-GPU,4
683,75213435,DonQuixote-388208,Paralelo-GPU,4
684,81115821,DonQuixote-388208,Paralelo-GPU,4
685,71845448,DonQuixote-388208,Paralelo-GPU,4
686,71630994,DonQuixote-388208,Paralelo-GPU,4
687,76550372,DonQuixote-388208,Paralelo-GPU,4
688,80212119,DonQuixote-388208,Paralelo-GPU,4
689,77478928,DonQuixote-388208,Paralelo-GPU,4
690,74882587,DonQuixote-388208,Paralelo-GPU,4
691,69951624,DonQuixote-388208,Paralelo-GPU,4
692,66711953,DonQuixote-388208,Paralelo-GPU,4
693,65729739,DonQuixote-388208,Paralelo-GPU,4
694,76733502,DonQuixote-388208,Paralelo-GPU,4
695,70299427,DonQuixote-388208,Paralelo-GPU,4
696,68505801,DonQuixote-388208,Paralelo-GPU,4
697,68486761,DonQuixote-388208,Paralelo-GPU,4
698,65804300,DonQuixote-388208,Paralelo-GPU,4
699,66694076,DonQuixote-388208,Paralelo-GPU,4
700,67946731,DonQuixote-388208,Paralelo-GPU,4
701,68892950,DonQuixote-388208,Paralelo-GPU,4
702,67854614,DonQuixote-388208,Paralelo-GPU,4
703,94611234,DonQuixote-388208,Paralelo-GPU,4
704,76351018,DonQuixote-388208,Paralelo-GPU,4
705,77453280,DonQuixote-388208,Paralelo-GPU,4
706,71733042,DonQuixote-388208,Paralelo-GPU,4
707,66125798,DonQuixote-388208,Paralelo-GPU,4
708,101803532,DonQuixote-388208,Paralelo-GPU,4
709,79431165,DonQuixote-388208,Paralelo-GPU,4
710,69037745,DonQuixote-388208,Paralelo-GPU,4
711,68915370,DonQuixote-388208,Paralelo-GPU,4
712,68313144,DonQuixote-388208,Paralelo-GPU,4
713,66769939,DonQuixote-388208,Paralelo-GPU,4
714,66450684,DonQuixote-388208,Paralelo-GPU,4
715,68395767,DonQuixote-388208,Paralelo-GPU,4
716,67097046,DonQuixote-388208,Paralelo-GPU,4
717,66043136,DonQuixote-388208,Paralelo-GPU,4
718,69608439,DonQuixote-388208,Paralelo-GPU,4
719,70219947,DonQuixote-388208,Paralelo-GPU,4
720,68671187,DonQuixote-388208,Paralelo-GPU,4
721,81347236,DonQuixote-388208,Paralelo-GPU,4
722,72861671,DonQuixote-388208,Paralelo-GPU,4
723,88140926,DonQuixote-388208,Paralelo-GPU,4
724,96827929,DonQuixote-388208,Paralelo-GPU,4
725,171519256,DonQuixote-388208,Paralelo-GPU,4
726,209558141,DonQuixote-388208,Paralelo-GPU,4
727,129353450,DonQuixote-388208,Paralelo-GPU,4
728,83532597,DonQuixote-388208,Paralelo-GPU,4
729,77814686,DonQuixote-388208,Paralelo-GPU,4
730,80134471,DonQuixote-388208,Paralelo-GPU,4
731,90431277,DonQuixote-388208,Paralelo-GPU,4
732,90789137,DonQuixote-388208,Paralelo-GPU,4
733,110102151,DonQuixote-388208,Paralelo-GPU,4
734,86833325,DonQuixote-388208,Paralelo-GPU,4
735,80416506,DonQuixote-388208,Paralelo-GPU,4
736,88842095,DonQuixote-388208,Paralelo-GPU,4
737,82997247,DonQuixote-388208,Paralelo-GPU,4
738,84965827,DonQuixote-388208,Paralelo-GPU,4
739,101770022,DonQuixote-388208,Paralelo-GPU,4
740,83161354,DonQuixote-388208,Paralelo-GPU,4
741,67249975,DonQuixote-388208,Paralelo-GPU,4
742,67660495,DonQuixote-388208,Paralelo-GPU,4
743,65993766,DonQuixote-388208,Paralelo-GPU,4
744,62588463,DonQuixote-388208,Paralelo-GPU,4
745,65632073,DonQuixote-388208,Paralelo-GPU,4
746,85465208,DonQuixote-388208,Paralelo-GPU,4
747,74829484,DonQuixote-388208,Paralelo-GPU,4
748,77429383,DonQuixote-388208,Paralelo-GPU,4
749,76778327,DonQuixote-388208,Paralelo-GPU,4
750,69755644,DonQuixote-388208,Paralelo-GPU,4
751,67879531,DonQuixote-388208,Paralelo-GPU,4
752,69633198,DonQuixote-388208,Paralelo-GPU,4
753,69984612,DonQuixote-388208,Paralelo-GPU,4
754,66319668,DonQuixote-388208,Paralelo-GPU,4
755,66834429,DonQuixote-388208,Paralelo-GPU,4
756,99927315,DonQuixote-388208,Paralelo-GPU,4
757,66468451,DonQuixote-388208,Paralelo-GPU,4
758,64555372,DonQuixote-388208,Paralelo-GPU,4
759,66659713,DonQuixote-388208,Paralelo-GPU,4
760,67508175,DonQuixote-388208,Paralelo-GPU,4
761,66117085,DonQuixote-388208,Paralelo-GPU,4
762,68819307,DonQuixote-388208,Paralelo-GPU,4
763,70588351,DonQuixote-388208,Paralelo-GPU,4
764,71033448,DonQuixote-388208,Paralelo-GPU,4
765,69373129,DonQuixote-388208,Paralelo-GPU,4
766,68924505,DonQuixote-388208,Paralelo-GPU,4
767,63182084,DonQuixote-388208,Paralelo-GPU,4
768,64877306,DonQuixote-388208,Paralelo-GPU,4
769,69962811,DonQuixote-388208,Paralelo-GPU,4
770,67376623,DonQuixote-388208,Paralelo-GPU,4
771,65355766,DonQuixote-388208,Paralelo-GPU,4
772,65378902,DonQuixote-388208,Paralelo-GPU,4
773,69494913,DonQuixote-388208,Paralelo-GPU,4
774,66822824,DonQuixote-388208,Paralelo-GPU,4
775,65966729,DonQuixote-388208,Paralelo-GPU,4
776,66694104,DonQuixote-388208,Paralelo-GPU,4
777,69947022,DonQuixote-388208,Paralelo-GPU,4
778,68390031,DonQuixote-388208,Paralelo-GPU,4
779,67696923,DonQuixote-388208,Paralelo-GPU,4
780,68093206,DonQuixote-388208,Paralelo-GPU,4
781,68732730,DonQuixote-388208,Paralelo-GPU,4
782,70719511,DonQuixote-388208,Paralelo-GPU,4
783,66829376,DonQuixote-388208,Paralelo-GPU,4
784,68761540,DonQuixote-388208,Paralelo-GPU,4
785,66460535,DonQuixote-388208,Paralelo-GPU,4
786,67423983,DonQuixote-388208,Paralelo-GPU,4
787,69718893,DonQuixote-388208,Paralelo-GPU,4
788,65940931,DonQuixote-388208,Paralelo-GPU,4
789,66637399,DonQuixote-388208,Paralelo-GPU,4
790,68939369,DonQuixote-388208,Paralelo-GPU,4
791,66942411,DonQuixote-388208,Paralelo-GPU,4
792,65851674,DonQuixote-388208,Paralelo-GPU,4
793,69139699,DonQuixote-388208,Paralelo-GPU,4
794,67339851,DonQuixote-388208,Paralelo-GPU,4
795,65136036,DonQuixote-388208,Paralelo-GPU,4
796,67574994,DonQuixote-388208,Paralelo-GPU,4
797,65068702,DonQuixote-388208,Paralelo-GPU,4
798,65458035,DonQuixote-388208,Paralelo-GPU,4
799,70443515,DonQuixote-388208,Paralelo-GPU,4
800,68244920,DonQuixote-388208,Paralelo-GPU,4
801,71886193,DonQuixote-388208,Paralelo-GPU,4
802,71792473,DonQuixote-388208,Paralelo-GPU,4
803,68196341,DonQuixote-388208,Paralelo-GPU,4
804,66893281,DonQuixote-388208,Paralelo-GPU,4
805,66048509,DonQuixote-388208,Paralelo-GPU,4
806,69717239,DonQuixote-388208,Paralelo-GPU,4
807,67867657,DonQuixote-388208,Paralelo-GPU,4
808,75063883,DonQuixote-388208,Paralelo-GPU,4
809,68259991,DonQuixote-388208,Paralelo-GPU,4
810,65889391,DonQuixote-388208,Paralelo-GPU,4
811,65484886,DonQuixote-388208,Paralelo-GPU,4
812,67527126,DonQuixote-388208,Paralelo-GPU,4
813,65639549,DonQuixote-388208,Paralelo-GPU,4
814,64480371,DonQuixote-388208,Paralelo-GPU,4
815,65784918,DonQuixote-388208,Paralelo-GPU,4
816,69281279,DonQuixote-388208,Paralelo-GPU,4
817,66055720,DonQuixote-388208,Paralelo-GPU,4
818,65217287,DonQuixote-388208,Paralelo-GPU,4
819,66895719,DonQuixote-388208,Paralelo-GPU,4
820,72571204,DonQuixote-388208,Paralelo-GPU,4
821,65244869,DonQuixote-388208,Paralelo-GPU,4
822,62411453,DonQuixote-388208,Paralelo-GPU,4
823,63570990,DonQuixote-388208,Paralelo-GPU,4
824,66026340,DonQuixote-388208,Paralelo-GPU,4
825,62622196,DonQuixote-388208,Paralelo-GPU,4
826,63196620,DonQuixote-388208,Paralelo-GPU,4
827,63916576,DonQuixote-388208,Paralelo-GPU,4
828,65338364,DonQuixote-388208,Paralelo-GPU,4
829,62551820,DonQuixote-388208,Paralelo-GPU,4
830,63987590,DonQuixote-388208,Paralelo-GPU,4
831,64863998,DonQuixote-388208,Paralelo-GPU,4
832,70778815,DonQuixote-388208,Paralelo-GPU,4
833,65782550,DonQuixote-388208,Paralelo-GPU,4
834,66304320,DonQuixote-388208,Paralelo-GPU,4
835,62928781,DonQuixote-388208,Paralelo-GPU,4
836,67515735,DonQuixote-388208,Paralelo-GPU,4
837,65705898,DonQuixote-388208,Paralelo-GPU,4
838,65833776,DonQuixote-388208,Paralelo-GPU,4
839,66176951,DonQuixote-388208,Paralelo-GPU,4
840,69058933,DonQuixote-388208,Paralelo-GPU,4
841,66357986,DonQuixote-388208,Paralelo-GPU,4
842,66232415,DonQuixote-388208,Paralelo-GPU,4
843,66019578,DonQuixote-388208,Paralelo-GPU,4
844,69536233,DonQuixote-388208,Paralelo-GPU,4
845,66141372,DonQuixote-388208,Paralelo-GPU,4
846,64384722,DonQuixote-388208,Paralelo-GPU,4
847,65130575,DonQuixote-388208,Paralelo-GPU,4
848,69943598,DonQuixote-388208,Paralelo-GPU,4
849,64579026,DonQuixote-388208,Paralelo-GPU,4
850,65283146,DonQuixote-388208,Paralelo-GPU,4
851,65422125,DonQuixote-388208,Paralelo-GPU,4
852,70251116,DonQuixote-388208,Paralelo-GPU,4
853,66049210,DonQuixote-388208,Paralelo-GPU,4
854,64662591,DonQuixote-388208,Paralelo-GPU,4
855,66012595,DonQuixote-388208,Paralelo-GPU,4
856,67784170,DonQuixote-388208,Paralelo-GPU,4
857,66028382,DonQuixote-388208,Paralelo-GPU,4
858,64796115,DonQuixote-388208,Paralelo-GPU,4
859,65192368,DonQuixote-388208,Paralelo-GPU,4
860,70937627,DonQuixote-388208,Paralelo-GPU,4
861,68039354,DonQuixote-388208,Paralelo-GPU,4
862,70033777,DonQuixote-388208,Paralelo-GPU,4
863,86115768,DonQuixote-388208,Paralelo-GPU,4
864,76958892,DonQuixote-388208,Paralelo-GPU,4
865,74580660,DonQuixote-388208,Paralelo-GPU,4
866,78856185,DonQuixote-388208,Paralelo-GPU,4
867,74196910,DonQuixote-388208,Paralelo-GPU,4
868,70480828,DonQuixote-388208,Paralelo-GPU,4
869,81282918,DonQuixote-388208,Paralelo-GPU,4
870,76370645,DonQuixote-388208,Paralelo-GPU,4
871,101700945,DonQuixote-388208,Paralelo-GPU,4
872,119048817,DonQuixote-388208,Paralelo-GPU,4
873,94747540,DonQuixote-388208,Paralelo-GPU,4
874,73400909,DonQuixote-388208,Paralelo-GPU,4
875,72445772,DonQuixote-388208,Paralelo-GPU,4
876,71918727,DonQuixote-388208,Paralelo-GPU,4
877,77482086,DonQuixote-388208,Paralelo-GPU,4
878,66413065,DonQuixote-388208,Paralelo-GPU,4
879,68580885,DonQuixote-388208,Paralelo-GPU,4
880,67798413,DonQuixote-388208,Paralelo-GPU,4
881,68099496,DonQuixote-388208,Paralelo-GPU,4
882,66687148,DonQuixote-388208,Paralelo-GPU,4
883,68759747,DonQuixote-388208,Paralelo-GPU,4
884,72545411,DonQuixote-388208,Paralelo-GPU,4
885,67091254,DonQuixote-388208,Paralelo-GPU,4
886,66984355,DonQuixote-388208,Paralelo-GPU,4
887,67786816,DonQuixote-388208,Paralelo-GPU,4
888,68604403,DonQuixote-388208,Paralelo-GPU,4
889,67586418,DonQuixote-388208,Paralelo-GPU,4
890,81031333,DonQuixote-388208,Paralelo-GPU,4
891,76096252,DonQuixote-388208,Paralelo-GPU,4
892,71315911,DonQuixote-388208,Paralelo-GPU,4
893,71854679,DonQuixote-388208,Paralelo-GPU,4
894,73988310,DonQuixote-388208,Paralelo-GPU,4
895,71916629,DonQuixote-388208,Paralelo-GPU,4
896,71885761,DonQuixote-388208,Paralelo-GPU,4
897,73112399,DonQuixote-388208,Paralelo-GPU,4
898,71976466,DonQuixote-388208,Paralelo-GPU,4
899,72384675,DonQuixote-388208,Paralelo-GPU,4
900,70187222,DonQuixote-388208,Paralelo-GPU,4
901,68437277,DonQuixote-388208,Paralelo-GPU,4
902,70891640,DonQuixote-388208,Paralelo-GPU,4
903,73461524,DonQuixote-388208,Paralelo-GPU,4
904,65952687,DonQuixote-388208,Paralelo-GPU,4
905,65235852,DonQuixote-388208,Paralelo-GPU,4
906,67205684,DonQuixote-388208,Paralelo-GPU,4
907,67858585,DonQuixote-388208,Paralelo-GPU,4
908,64972277,DonQuixote-388208,Paralelo-GPU,4
909,68591853,DonQuixote-388208,Paralelo-GPU,4
910,65902274,DonQuixote-388208,Paralelo-GPU,4
911,65239758,DonQuixote-388208,Paralelo-GPU,4
912,65255329,DonQuixote-388208,Paralelo-GPU,4
913,67416010,DonQuixote-388208,Paralelo-GPU,4
914,68010347,DonQuixote-388208,Paralelo-GPU,4
915,75578548,DonQuixote-388208,Paralelo-GPU,4
916,68925977,DonQuixote-388208,Paralelo-GPU,4
917,71065448,DonQuixote-388208,Paralelo-GPU,4
918,69966090,DonQuixote-388208,Paralelo-GPU,4
919,69177641,DonQuixote-388208,Paralelo-GPU,4
920,72145303,DonQuixote-388208,Paralelo-GPU,4
921,72586418,DonQuixote-388208,Paralelo-GPU,4
922,72363468,DonQuixote-388208,Paralelo-GPU,4
923,72214704,DonQuixote-388208,Paralelo-GPU,4
924,69889240,DonQuixote-388208,Paralelo-GPU,4
925,72432070,DonQuixote-388208,Paralelo-GPU,4
926,73446702,DonQuixote-388208,Paralelo-GPU,4
927,71671627,DonQuixote-388208,Paralelo-GPU,4
928,84931794,DonQuixote-388208,Paralelo-GPU,4
929,85235756,DonQuixote-388208,Paralelo-GPU,4
930,74211206,DonQuixote-388208,Paralelo-GPU,4
931,72875088,DonQuixote-388208,Paralelo-GPU,4
932,116950276,DonQuixote-388208,Paralelo-GPU,4
933,207312956,DonQuixote-388208,Paralelo-GPU,4
934,159838696,DonQuixote-388208,Paralelo-GPU,4
935,92102384,DonQuixote-388208,Paralelo-GPU,4
936,83055109,DonQuixote-388208,Paralelo-GPU,4
937,78034827,DonQuixote-388208,Paralelo-GPU,4
938,78512371,DonQuixote-388208,Paralelo-GPU,4
939,82280168,DonQuixote-388208,Paralelo-GPU,4
940,79647049,DonQuixote-388208,Paralelo-GPU,4
941,80562131,DonQuixote-388208,Paralelo-GPU,4
942,70416868,DonQuixote-388208,Paralelo-GPU,4
943,86344735,DonQuixote-388208,Paralelo-GPU,4
944,90115194,DonQuixote-388208,Paralelo-GPU,4
945,80862151,DonQuixote-388208,Paralelo-GPU,4
946,110001210,DonQuixote-388208,Paralelo-GPU,4
947,87565913,DonQuixote-388208,Paralelo-GPU,4
948,76429166,DonQuixote-388208,Paralelo-GPU,4
949,77360787,DonQuixote-388208,Paralelo-GPU,4
950,71465531,DonQuixote-388208,Paralelo-GPU,4
951,76897560,DonQuixote-388208,Paralelo-GPU,4
952,65346709,DonQuixote-388208,Paralelo-GPU,4
953,65283813,DonQuixote-388208,Paralelo-GPU,4
954,64637475,DonQuixote-388208,Paralelo-GPU,4
955,65424174,DonQuixote-388208,Paralelo-GPU,4
956,68415677,DonQuixote-388208,Paralelo-GPU,4
957,78003670,DonQuixote-388208,Paralelo-GPU,4
958,68507163,DonQuixote-388208,Paralelo-GPU,4
959,67027241,DonQuixote-388208,Paralelo-GPU,4
960,65603747,DonQuixote-388208,Paralelo-GPU,4
961,68450530,DonQuixote-388208,Paralelo-GPU,4
962,67015923,DonQuixote-388208,Paralelo-GPU,4
963,66595632,DonQuixote-388208,Paralelo-GPU,4
964,71230830,DonQuixote-388208,Paralelo-GPU,4
965,69330470,DonQuixote-388208,Paralelo-GPU,4
966,71695821,DonQuixote-388208,Paralelo-GPU,4
967,67162584,DonQuixote-388208,Paralelo-GPU,4
968,66471298,DonQuixote-388208,Paralelo-GPU,4
969,72109569,DonQuixote-388208,Paralelo-GPU,4
970,79002205,DonQuixote-388208,Paralelo-GPU,4
971,78844743,DonQuixote-388208,Paralelo-GPU,4
972,80095765,DonQuixote-388208,Paralelo-GPU,4
973,76927924,DonQuixote-388208,Paralelo-GPU,4
974,74248061,DonQuixote-388208,Paralelo-GPU,4
975,74443192,DonQuixote-388208,Paralelo-GPU,4
976,73611733,DonQuixote-388208,Paralelo-GPU,4
977,71143853,DonQuixote-388208,Paralelo-GPU,4
978,71238004,DonQuixote-388208,Paralelo-GPU,4
979,72440231,DonQuixote-388208,Paralelo-GPU,4
980,70429418,DonQuixote-388208,Paralelo-GPU,4
981,74559367,DonQuixote-388208,Paralelo-GPU,4
982,74583512,DonQuixote-388208,Paralelo-GPU,4
983,75972979,DonQuixote-388208,Paralelo-GPU,4
984,81595156,DonQuixote-388208,Paralelo-GPU,4
985,69221729,DonQuixote-388208,Paralelo-GPU,4
986,66108509,DonQuixote-388208,Paralelo-GPU,4
987,66035600,DonQuixote-388208,Paralelo-GPU,4
988,66497879,DonQuixote-388208,Paralelo-GPU,4
989,64910814,DonQuixote-388208,Paralelo-GPU,4
990,79902874,DonQuixote-388208,Paralelo-GPU,4
991,66286070,DonQuixote-388208,Paralelo-GPU,4
992,65468028,DonQuixote-388208,Paralelo-GPU,4
993,63568884,DonQuixote-388208,Paralelo-GPU,4
994,71619340,DonQuixote-388208,Paralelo-GPU,4
