Iteracao,Tempo(ns),Nome_Livro,Paradigma,Quantidade_Threads
181,207328,DonQuixote-388208,Paralelo,4
182,203903,DonQuixote-388208,Paralelo,4
183,197410,DonQuixote-388208,Paralelo,4
184,197086,DonQuixote-388208,Paralelo,4
185,212380,DonQuixote-388208,Paralelo,4
186,199409,DonQuixote-388208,Paralelo,4
187,190599,DonQuixote-388208,Paralelo,4
188,204509,DonQuixote-388208,Paralelo,4
189,202709,DonQuixote-388208,Paralelo,4
190,228830,DonQuixote-388208,Paralelo,4
191,194183,DonQuixote-388208,Paralelo,4
192,208099,DonQuixote-388208,Paralelo,4
193,200466,DonQuixote-388208,Paralelo,4
194,200727,DonQuixote-388208,Paralelo,4
195,197076,DonQuixote-388208,Paralelo,4
196,46394192,DonQuixote-388208,Paralelo,4
197,227460,DonQuixote-388208,Paralelo,4
198,246374,DonQuixote-388208,Paralelo,4
199,227582,DonQuixote-388208,Paralelo,4
200,242189,DonQuixote-388208,Paralelo,4
201,217682,DonQuixote-388208,Paralelo,4
202,220375,DonQuixote-388208,Paralelo,4
203,241130,DonQuixote-388208,Paralelo,4
204,228122,DonQuixote-388208,Paralelo,4
205,214231,DonQuixote-388208,Paralelo,4
206,231464,DonQuixote-388208,Paralelo,4
207,223190,DonQuixote-388208,Paralelo,4
208,221863,DonQuixote-388208,Paralelo,4
209,207762,DonQuixote-388208,Paralelo,4
210,200534,DonQuixote-388208,Paralelo,4
211,221484,DonQuixote-388208,Paralelo,4
212,201590,DonQuixote-388208,Paralelo,4
213,196287,DonQuixote-388208,Paralelo,4
214,205759,DonQuixote-388208,Paralelo,4
215,211790,DonQuixote-388208,Paralelo,4
216,208314,DonQuixote-388208,Paralelo,4
217,195960,DonQuixote-388208,Paralelo,4
218,210355,DonQuixote-388208,Paralelo,4
219,225119,DonQuixote-388208,Paralelo,4
220,210546,DonQuixote-388208,Paralelo,4
221,211816,DonQuixote-388208,Paralelo,4
222,211862,DonQuixote-388208,Paralelo,4
223,212564,DonQuixote-388208,Paralelo,4
224,204728,DonQuixote-388208,Paralelo,4
225,220772,DonQuixote-388208,Paralelo,4
226,203036,DonQuixote-388208,Paralelo,4
227,210317,DonQuixote-388208,Paralelo,4
228,205216,DonQuixote-388208,Paralelo,4
229,227016,DonQuixote-388208,Paralelo,4
230,201660,DonQuixote-388208,Paralelo,4
231,204626,DonQuixote-388208,Paralelo,4
232,202233,DonQuixote-388208,Paralelo,4
233,201283,DonQuixote-388208,Paralelo,4
234,251798,DonQuixote-388208,Paralelo,4
235,238715,DonQuixote-388208,Paralelo,4
236,253104,DonQuixote-388208,Paralelo,4
237,200779,DonQuixote-388208,Paralelo,4
238,207591,DonQuixote-388208,Paralelo,4
239,204973,DonQuixote-388208,Paralelo,4
240,211090,DonQuixote-388208,Paralelo,4
241,209020,DonQuixote-388208,Paralelo,4
242,207706,DonQuixote-388208,Paralelo,4
243,214105,DonQuixote-388208,Paralelo,4
244,208615,DonQuixote-388208,Paralelo,4
245,202028,DonQuixote-388208,Paralelo,4
246,207873,DonQuixote-388208,Paralelo,4
247,235803,DonQuixote-388208,Paralelo,4
248,236664,DonQuixote-388208,Paralelo,4
249,203744,DonQuixote-388208,Paralelo,4
250,214035,DonQuixote-388208,Paralelo,4
251,200002,DonQuixote-388208,Paralelo,4
252,234179,DonQuixote-388208,Paralelo,4
253,214638,DonQuixote-388208,Paralelo,4
254,211532,DonQuixote-388208,Paralelo,4
255,216393,DonQuixote-388208,Paralelo,4
256,208477,DonQuixote-388208,Paralelo,4
257,206280,DonQuixote-388208,Paralelo,4
258,198930,DonQuixote-388208,Paralelo,4
259,199827,DonQuixote-388208,Paralelo,4
260,201145,DonQuixote-388208,Paralelo,4
261,219186,DonQuixote-388208,Paralelo,4
262,203871,DonQuixote-388208,Paralelo,4
263,207162,DonQuixote-388208,Paralelo,4
264,211258,DonQuixote-388208,Paralelo,4
265,212417,DonQuixote-388208,Paralelo,4
266,206428,DonQuixote-388208,Paralelo,4
267,201083,DonQuixote-388208,Paralelo,4
268,214126,DonQuixote-388208,Paralelo,4
269,220233,DonQuixote-388208,Paralelo,4
270,239969,DonQuixote-388208,Paralelo,4
271,206998,DonQuixote-388208,Paralelo,4
272,211119,DonQuixote-388208,Paralelo,4
273,200680,DonQuixote-388208,Paralelo,4
274,204890,DonQuixote-388208,Paralelo,4
275,208096,DonQuixote-388208,Paralelo,4
276,213063,DonQuixote-388208,Paralelo,4
277,199831,DonQuixote-388208,Paralelo,4
278,196275,DonQuixote-388208,Paralelo,4
279,235143,DonQuixote-388208,Paralelo,4
280,260422,DonQuixote-388208,Paralelo,4
281,217653,DonQuixote-388208,Paralelo,4
282,206116,DonQuixote-388208,Paralelo,4
283,197240,DonQuixote-388208,Paralelo,4
284,226583,DonQuixote-388208,Paralelo,4
285,197207,DonQuixote-388208,Paralelo,4
286,200760,DonQuixote-388208,Paralelo,4
287,231088,DonQuixote-388208,Paralelo,4
288,238164,DonQuixote-388208,Paralelo,4
289,244238,DonQuixote-388208,Paralelo,4
290,352167,DonQuixote-388208,Paralelo,4
291,246473,DonQuixote-388208,Paralelo,4
292,219795,DonQuixote-388208,Paralelo,4
293,210703,DonQuixote-388208,Paralelo,4
294,216382,DonQuixote-388208,Paralelo,4
295,208548,DonQuixote-388208,Paralelo,4
296,240664,DonQuixote-388208,Paralelo,4
297,208611,DonQuixote-388208,Paralelo,4
298,197061,DonQuixote-388208,Paralelo,4
299,215005,DonQuixote-388208,Paralelo,4
300,202485,DonQuixote-388208,Paralelo,4
301,223253,DonQuixote-388208,Paralelo,4
302,198670,DonQuixote-388208,Paralelo,4
303,195167,DonQuixote-388208,Paralelo,4
304,198130,DonQuixote-388208,Paralelo,4
305,207069,DonQuixote-388208,Paralelo,4
306,203888,DonQuixote-388208,Paralelo,4
307,218035,DonQuixote-388208,Paralelo,4
308,193605,DonQuixote-388208,Paralelo,4
309,203502,DonQuixote-388208,Paralelo,4
310,245149,DonQuixote-388208,Paralelo,4
311,202782,DonQuixote-388208,Paralelo,4
312,197985,DonQuixote-388208,Paralelo,4
313,198170,DonQuixote-388208,Paralelo,4
314,200695,DonQuixote-388208,Paralelo,4
315,208067,DonQuixote-388208,Paralelo,4
316,202386,DonQuixote-388208,Paralelo,4
317,220222,DonQuixote-388208,Paralelo,4
318,216545,DonQuixote-388208,Paralelo,4
319,227028,DonQuixote-388208,Paralelo,4
320,200607,DonQuixote-388208,Paralelo,4
321,212339,DonQuixote-388208,Paralelo,4
322,201463,DonQuixote-388208,Paralelo,4
323,196448,DonQuixote-388208,Paralelo,4
324,269057,DonQuixote-388208,Paralelo,4
325,207691,DonQuixote-388208,Paralelo,4
326,204432,DonQuixote-388208,Paralelo,4
327,198289,DonQuixote-388208,Paralelo,4
328,206117,DonQuixote-388208,Paralelo,4
329,196536,DonQuixote-388208,Paralelo,4
330,199421,DonQuixote-388208,Paralelo,4
331,203888,DonQuixote-388208,Paralelo,4
332,196240,DonQuixote-388208,Paralelo,4
333,217300,DonQuixote-388208,Paralelo,4
334,200147,DonQuixote-388208,Paralelo,4
335,198280,DonQuixote-388208,Paralelo,4
336,198559,DonQuixote-388208,Paralelo,4
337,214182,DonQuixote-388208,Paralelo,4
338,206168,DonQuixote-388208,Paralelo,4
339,201086,DonQuixote-388208,Paralelo,4
340,196845,DonQuixote-388208,Paralelo,4
341,210797,DonQuixote-388208,Paralelo,4
342,195550,DonQuixote-388208,Paralelo,4
343,230494,DonQuixote-388208,Paralelo,4
344,199655,DonQuixote-388208,Paralelo,4
345,208879,DonQuixote-388208,Paralelo,4
346,197018,DonQuixote-388208,Paralelo,4
347,222163,DonQuixote-388208,Paralelo,4
348,211355,DonQuixote-388208,Paralelo,4
349,210145,DonQuixote-388208,Paralelo,4
350,194294,DonQuixote-388208,Paralelo,4
351,197308,DonQuixote-388208,Paralelo,4
352,215578,DonQuixote-388208,Paralelo,4
353,190751,DonQuixote-388208,Paralelo,4
354,209338,DonQuixote-388208,Paralelo,4
355,196932,DonQuixote-388208,Paralelo,4
356,216966,DonQuixote-388208,Paralelo,4
357,231990,DonQuixote-388208,Paralelo,4
358,220932,DonQuixote-388208,Paralelo,4
359,203059,DonQuixote-388208,Paralelo,4
360,200937,DonQuixote-388208,Paralelo,4
361,198458,DonQuixote-388208,Paralelo,4
362,205004,DonQuixote-388208,Paralelo,4
363,206262,DonQuixote-388208,Paralelo,4
364,203650,DonQuixote-388208,Paralelo,4
365,206819,DonQuixote-388208,Paralelo,4
366,220506,DonQuixote-388208,Paralelo,4
367,211024,DonQuixote-388208,Paralelo,4
368,213273,DonQuixote-388208,Paralelo,4
369,199389,DonQuixote-388208,Paralelo,4
370,196526,DonQuixote-388208,Paralelo,4
371,233842,DonQuixote-388208,Paralelo,4
372,195705,DonQuixote-388208,Paralelo,4
373,218518,DonQuixote-388208,Paralelo,4
374,200268,DonQuixote-388208,Paralelo,4
375,227496,DonQuixote-388208,Paralelo,4
376,191261,DonQuixote-388208,Paralelo,4
377,201427,DonQuixote-388208,Paralelo,4
378,200626,DonQuixote-388208,Paralelo,4
379,205529,DonQuixote-388208,Paralelo,4
380,216336,DonQuixote-388208,Paralelo,4
381,198931,DonQuixote-388208,Paralelo,4
