Iteracao,Tempo(ns),Nome,Paradigma,Quantidade_Threads
233,65205345,MobyDick-217452,Paralelo-GPU,4
234,64162277,MobyDick-217452,Paralelo-GPU,4
235,64359547,MobyDick-217452,Paralelo-GPU,4
236,68111124,MobyDick-217452,Paralelo-GPU,4
237,76305293,MobyDick-217452,Paralelo-GPU,4
238,68502711,MobyDick-217452,Paralelo-GPU,4
239,65763063,MobyDick-217452,Paralelo-GPU,4
240,65335273,MobyDick-217452,Paralelo-GPU,4
241,64872151,MobyDick-217452,Paralelo-GPU,4
242,64697946,MobyDick-217452,Paralelo-GPU,4
243,76888571,MobyDick-217452,Paralelo-GPU,4
244,63995429,MobyDick-217452,Paralelo-GPU,4
245,64858977,MobyDick-217452,Paralelo-GPU,4
246,63405802,MobyDick-217452,Paralelo-GPU,4
247,67998694,MobyDick-217452,Paralelo-GPU,4
248,82414671,MobyDick-217452,Paralelo-GPU,4
249,70873153,MobyDick-217452,Paralelo-GPU,4
250,65380848,MobyDick-217452,Paralelo-GPU,4
251,64882990,MobyDick-217452,Paralelo-GPU,4
252,64065835,MobyDick-217452,Paralelo-GPU,4
253,69237865,MobyDick-217452,Paralelo-GPU,4
254,69518695,MobyDick-217452,Paralelo-GPU,4
255,63215622,MobyDick-217452,Paralelo-GPU,4
256,65648671,MobyDick-217452,Paralelo-GPU,4
257,64063653,MobyDick-217452,Paralelo-GPU,4
258,69108771,MobyDick-217452,Paralelo-GPU,4
259,71627623,MobyDick-217452,Paralelo-GPU,4
260,63302942,MobyDick-217452,Paralelo-GPU,4
261,64906049,MobyDick-217452,Paralelo-GPU,4
262,69399792,MobyDick-217452,Paralelo-GPU,4
263,66322550,MobyDick-217452,Paralelo-GPU,4
264,64629048,MobyDick-217452,Paralelo-GPU,4
265,64395097,MobyDick-217452,Paralelo-GPU,4
266,69481041,MobyDick-217452,Paralelo-GPU,4
267,64903510,MobyDick-217452,Paralelo-GPU,4
268,96669968,MobyDick-217452,Paralelo-GPU,4
269,71532358,MobyDick-217452,Paralelo-GPU,4
270,88650727,MobyDick-217452,Paralelo-GPU,4
271,67817900,MobyDick-217452,Paralelo-GPU,4
272,70063888,MobyDick-217452,Paralelo-GPU,4
273,82112039,MobyDick-217452,Paralelo-GPU,4
274,73834123,MobyDick-217452,Paralelo-GPU,4
275,78101882,MobyDick-217452,Paralelo-GPU,4
276,67706752,MobyDick-217452,Paralelo-GPU,4
277,64511418,MobyDick-217452,Paralelo-GPU,4
278,64552688,MobyDick-217452,Paralelo-GPU,4
279,70626710,MobyDick-217452,Paralelo-GPU,4
280,68314865,MobyDick-217452,Paralelo-GPU,4
281,64237808,MobyDick-217452,Paralelo-GPU,4
282,63699597,MobyDick-217452,Paralelo-GPU,4
283,78010234,MobyDick-217452,Paralelo-GPU,4
284,66889189,MobyDick-217452,Paralelo-GPU,4
285,66917634,MobyDick-217452,Paralelo-GPU,4
286,66898442,MobyDick-217452,Paralelo-GPU,4
287,86665156,MobyDick-217452,Paralelo-GPU,4
288,65095416,MobyDick-217452,Paralelo-GPU,4
289,66473851,MobyDick-217452,Paralelo-GPU,4
290,68639306,MobyDick-217452,Paralelo-GPU,4
291,79087171,MobyDick-217452,Paralelo-GPU,4
292,82076556,MobyDick-217452,Paralelo-GPU,4
293,67094720,MobyDick-217452,Paralelo-GPU,4
294,65803968,MobyDick-217452,Paralelo-GPU,4
295,74992182,MobyDick-217452,Paralelo-GPU,4
296,75584164,MobyDick-217452,Paralelo-GPU,4
